Equipment_Dam,Model.Suffix_Dam,Workorder_Dam,CURE END POSITION X Collect Result_Dam,CURE END POSITION Z Collect Result_Dam,CURE END POSITION Θ Collect Result_Dam,CURE SPEED Collect Result_Dam,CURE START POSITION X Collect Result_Dam,CURE START POSITION Θ Collect Result_Dam,DISCHARGED SPEED OF RESIN Collect Result_Dam,DISCHARGED TIME OF RESIN(Stage1) Collect Result_Dam,DISCHARGED TIME OF RESIN(Stage2) Collect Result_Dam,DISCHARGED TIME OF RESIN(Stage3) Collect Result_Dam,Dispense Volume(Stage1) Collect Result_Dam,Dispense Volume(Stage2) Collect Result_Dam,Dispense Volume(Stage3) Collect Result_Dam,HEAD NORMAL COORDINATE X AXIS(Stage2) Collect Result_Dam,HEAD NORMAL COORDINATE X AXIS(Stage3) Collect Result_Dam,HEAD NORMAL COORDINATE Y AXIS(Stage1) Collect Result_Dam,HEAD NORMAL COORDINATE Y AXIS(Stage2) Collect Result_Dam,HEAD NORMAL COORDINATE Y AXIS(Stage3) Collect Result_Dam,HEAD NORMAL COORDINATE Z AXIS(Stage1) Collect Result_Dam,HEAD NORMAL COORDINATE Z AXIS(Stage2) Collect Result_Dam,HEAD NORMAL COORDINATE Z AXIS(Stage3) Collect Result_Dam,HEAD Standby Position X Collect Result_Dam,HEAD Standby Position Y Collect Result_Dam,HEAD Standby Position Z Collect Result_Dam,Head Clean Position X Collect Result_Dam,Head Clean Position Y Collect Result_Dam,Head Clean Position Z Collect Result_Dam,Head Purge Position X Collect Result_Dam,Head Purge Position Y Collect Result_Dam,Head Purge Position Z Collect Result_Dam,Head Zero Position X Collect Result_Dam,Head Zero Position Y Collect Result_Dam,Head Zero Position Z Collect Result_Dam,Machine Tact time Collect Result_Dam,PalletID Collect Result_Dam,Production Qty Collect Result_Dam,Receip No Collect Result_Dam,Stage1 Circle1 Distance Speed Collect Result_Dam,Stage1 Circle2 Distance Speed Collect Result_Dam,Stage1 Circle3 Distance Speed Collect Result_Dam,Stage1 Circle4 Distance Speed Collect Result_Dam,Stage1 Line1 Distance Speed Collect Result_Dam,Stage1 Line2 Distance Speed Collect Result_Dam,Stage1 Line3 Distance Speed Collect Result_Dam,Stage1 Line4 Distance Speed Collect Result_Dam,Stage2 Circle1 Distance Speed Collect Result_Dam,Stage2 Circle2 Distance Speed Collect Result_Dam,Stage2 Circle3 Distance Speed Collect Result_Dam,Stage2 Circle4 Distance Speed Collect Result_Dam,Stage2 Line1 Distance Speed Collect Result_Dam,Stage2 Line2 Distance Speed Collect Result_Dam,Stage2 Line3 Distance Speed Collect Result_Dam,Stage2 Line4 Distance Speed Collect Result_Dam,Stage3 Circle1 Distance Speed Collect Result_Dam,Stage3 Circle2 Distance Speed Collect Result_Dam,Stage3 Circle3 Distance Speed Collect Result_Dam,Stage3 Circle4 Distance Speed Collect Result_Dam,Stage3 Line1 Distance Speed Collect Result_Dam,Stage3 Line2 Distance Speed Collect Result_Dam,Stage3 Line3 Distance Speed Collect Result_Dam,Stage3 Line4 Distance Speed Collect Result_Dam,THICKNESS 1 Collect Result_Dam,THICKNESS 2 Collect Result_Dam,THICKNESS 3 Collect Result_Dam,WorkMode Collect Result_Dam,Model.Suffix_AutoClave,Workorder_AutoClave,1st Pressure Collect Result_AutoClave,1st Pressure 1st Pressure Unit Time_AutoClave,2nd Pressure Collect Result_AutoClave,2nd Pressure Unit Time_AutoClave,3rd Pressure Collect Result_AutoClave,3rd Pressure Unit Time_AutoClave,Chamber Temp. Collect Result_AutoClave,Chamber Temp. Unit Time_AutoClave,Chamber Temp. Judge Value_AutoClave,Equipment_Fill1,Model.Suffix_Fill1,Workorder_Fill1,DISCHARGED SPEED OF RESIN Collect Result_Fill1,DISCHARGED TIME OF RESIN(Stage1) Collect Result_Fill1,DISCHARGED TIME OF RESIN(Stage2) Collect Result_Fill1,DISCHARGED TIME OF RESIN(Stage3) Collect Result_Fill1,Dispense Volume(Stage1) Collect Result_Fill1,Dispense Volume(Stage2) Collect Result_Fill1,Dispense Volume(Stage3) Collect Result_Fill1,HEAD NORMAL COORDINATE X AXIS(Stage2) Collect Result_Fill1,HEAD NORMAL COORDINATE X AXIS(Stage3) Collect Result_Fill1,HEAD NORMAL COORDINATE Y AXIS(Stage1) Collect Result_Fill1,HEAD NORMAL COORDINATE Y AXIS(Stage2) Collect Result_Fill1,HEAD NORMAL COORDINATE Y AXIS(Stage3) Collect Result_Fill1,HEAD NORMAL COORDINATE Z AXIS(Stage1) Collect Result_Fill1,HEAD NORMAL COORDINATE Z AXIS(Stage2) Collect Result_Fill1,HEAD NORMAL COORDINATE Z AXIS(Stage3) Collect Result_Fill1,HEAD Standby Position X Collect Result_Fill1,HEAD Standby Position Y Collect Result_Fill1,HEAD Standby Position Z Collect Result_Fill1,Head Clean Position X Collect Result_Fill1,Head Clean Position Y Collect Result_Fill1,Head Clean Position Z Collect Result_Fill1,Head Purge Position X Collect Result_Fill1,Head Purge Position Y Collect Result_Fill1,Head Purge Position Z Collect Result_Fill1,Machine Tact time Collect Result_Fill1,PalletID Collect Result_Fill1,Production Qty Collect Result_Fill1,Receip No Collect Result_Fill1,WorkMode Collect Result_Fill1,Equipment_Fill2,Model.Suffix_Fill2,Workorder_Fill2,CURE END POSITION X Collect Result_Fill2,CURE END POSITION Z Collect Result_Fill2,CURE SPEED Collect Result_Fill2,CURE STANDBY POSITION Z Collect Result_Fill2,CURE START POSITION X Collect Result_Fill2,CURE START POSITION Z Collect Result_Fill2,HEAD NORMAL COORDINATE X AXIS(Stage2) Collect Result_Fill2,HEAD NORMAL COORDINATE X AXIS(Stage3) Collect Result_Fill2,HEAD NORMAL COORDINATE Y AXIS(Stage1) Collect Result_Fill2,HEAD NORMAL COORDINATE Y AXIS(Stage2) Collect Result_Fill2,HEAD NORMAL COORDINATE Y AXIS(Stage3) Collect Result_Fill2,HEAD NORMAL COORDINATE Z AXIS(Stage1) Collect Result_Fill2,HEAD NORMAL COORDINATE Z AXIS(Stage2) Collect Result_Fill2,HEAD NORMAL COORDINATE Z AXIS(Stage3) Collect Result_Fill2,HEAD Standby Position X Collect Result_Fill2,HEAD Standby Position Y Collect Result_Fill2,HEAD Standby Position Z Collect Result_Fill2,Head Clean Position X Collect Result_Fill2,Head Clean Position Y Collect Result_Fill2,Head Clean Position Z Collect Result_Fill2,Head Purge Position X Collect Result_Fill2,Head Purge Position Y Collect Result_Fill2,Head Purge Position Z Collect Result_Fill2,Machine Tact time Collect Result_Fill2,PalletID Collect Result_Fill2,Production Qty Collect Result_Fill2,Receip No Collect Result_Fill2,WorkMode Collect Result_Fill2,target
Dam dispenser #1,AJX75334501,3H1X3338-1,240.0,2.5,-90,70,1030,-90,10,9.7,4.9,9.7,0.67,0.34,0.67,463.0,160.0,377.5,377.0,377.5,284.8,284.8,284.8,257.0,66,0,127.5,66.0,133.5,257.0,66,133.5,505.0,300.0,265.0,88.3,6.0,292,1,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,0,0.0,0.0,7.0,AJX75334501,3H1X3338-1,0.31,240,0.499,120,0.498,120,54,480,OK,Fill1 dispenser #1,AJX75334501,3H1X3338-1,10.6,13.3,3.7,13.4,12.63,3.51,12.73,458.5,157.0,430.5,431.1,430.8,244.4,244.4,244.4,289.0,50,0,123.4,50.0,92.2,289.0,50,85,89.9,6.0,292,1,7,Fill2 dispenser #1,AJX75334501,3H1X3338-1,240,33,50,33,1020,33,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270.0,50,-10,119,50,91.8,270.0,50,85,19.9,6.0,292,1,0,Normal
Dam dispenser #1,AJX75334501,3M1XG842-2,240.0,2.5,-90,70,1030,-90,16,13.2,6.5,13.2,0.92,0.45,0.92,550.4,463.7,161.3,377.6,377.1,377.6,282.5,282.5,282.5,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.02,53.4,8,242,1,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334501,3M1XG842-2,0.304,241,0.49,1,0.498,121,50,363,OK,Fill1 dispenser #1,AJX75334501,3M1XG842-2,10.6,12.9,3.6,12.9,12.25,3.42,12.25,838.4,458.4,157.0,430.8,430.5,431.1,244.4,244.4,244.4,289,50,0.0,123.4,50.0,92.2,289,50,128.0,53.4,8,242,1,Fill2 dispenser #1,AJX75334501,3M1XG842-2,240,33,50,33,1020,33,835.5,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270,50,-10,119,50.0,91.8,270,50,85.0,19.2,8,242,1,AbNormal
Dam dispenser #2,AJX75334505,3KPM0016-2,1000.0,12.5,90,70,280,90,10,21.3,4.9,21.3,1.49,0.34,1.49,465.5,552.0,1271.8,1270.7,1271.8,282.15,282.15,282.15,257.0,66,0,127.5,66.0,130.85,257.0,66,130.85,505.0,300.0,265.0,66.3,12.0,292,1,4000,4000,4000,4000,4000,4000,4000,4000,9000,9000,9000,9000,9000,9000,9000,9000,4000,4000,4000,4000,4000,4000,4000,4000,0,0.0,0.0,7.0,AJX75334505,3KPM0016-2,0.311,241,0.313,121,0.498,121,54,483,OK,Fill1 dispenser #2,AJX75334505,3KPM0016-2,10.6,13.5,3.6,13.5,12.82,3.42,12.82,458.8,157.0,1323.2,1322.5,1322.8,244.3,244.3,244.3,289.0,50,0,123.4,50.0,92.2,289.0,50,145,57.9,12.0,292,1,7,Fill2 dispenser #2,AJX75334505,3KPM0016-2,240,33,50,33,1020,33,499.8,694.0,1324.2,1324.2,1324.2,243.5,243.5,243.5,270.0,50,-10,119,50,91.8,270.0,50,85,19.9,12.0,292,1,0,Normal
Dam dispenser #1,AJX75334501,4B1XE009-1,240.0,2.5,-90,70,1030,-90,16,13.2,8.2,13.1,0.92,0.57,0.91,550.6,463.9,161.5,377.6,377.1,378.0,274.4,274.4,274.4,257,66,0.0,127.5,66.0,124.0,257,66.0,130.85,505.0,300.0,265.02,54.7,1,42,1,6500,6500,6500,6500,6500,6500,6500,6500,5500,5500,5500,5500,5500,5500,5500,5500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334501,4B1XE009-1,0.31,241,0.58,1,0.596,121,47,363,NG,Fill1 dispenser #1,AJX75334501,4B1XE009-1,10.6,12.9,3.6,12.9,12.25,3.42,12.25,838.4,458.4,157.0,430.8,430.5,431.1,244.543,244.543,244.543,289,50,0.0,123.4,50.0,92.2,289,50,128.0,54.9,1,42,1,Fill2 dispenser #1,AJX75334501,4B1XE009-1,240,33,50,33,1020,33,835.5,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270,50,-10,119,50.0,91.8,270,50,85.0,19.7,1,42,1,AbNormal
Dam dispenser #1,AJX75334501,3G1XA481-1,240.0,2.5,-90,70,1030,-90,10,9.6,3.9,9.7,0.67,0.27,0.67,463.0,160.5,377.5,377.0,377.5,284.8,284.8,284.8,257.0,66,0,127.5,66.0,133.5,257.0,66,133.5,505.0,303.5,265.0,92.1,2.0,152,1,9000,9000,9000,9000,9000,9000,9000,9000,12000,12000,12000,12000,12000,12000,12000,12000,9000,9000,9000,9000,9000,9000,9000,9000,0,0.0,0.0,7.0,AJX75334501,3G1XA481-1,0.315,300,0.316,60,0.499,150,55,510,OK,Fill1 dispenser #1,AJX75334501,3G1XA481-1,10.9,13.3,5.0,13.3,12.63,4.75,12.63,460.0,157.5,430.2,430.5,430.5,244.3,244.3,244.3,289.0,50,0,123.4,50.0,92.2,289.0,50,85,91.1,2.0,152,1,7,Fill2 dispenser #1,AJX75334501,3G1XA481-1,240,32,50,32,1020,32,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270.0,50,-10,119,50,91.8,270.0,50,85,18.9,2.0,152,1,0,AbNormal
Dam dispenser #1,AJX75334501,3J1XE078-2,240.0,2.5,-90,70,1030,-90,10,17.0,4.9,17.0,1.19,0.34,1.19,463.8,160.8,377.3,377.3,377.3,282.15,282.15,282.15,257.0,66,0,127.5,66.0,130.85,257.0,66,130.85,505.0,300.0,265.0,56.1,4.0,30,1,5000,5000,5000,5000,5000,5000,5000,5000,9000,9000,9000,9000,9000,9000,9000,9000,5000,5000,5000,5000,5000,5000,5000,5000,0,0.0,0.0,7.0,AJX75334501,3J1XE078-2,0.311,241,0.314,121,0.499,121,49,483,NG,Fill1 dispenser #1,AJX75334501,3J1XE078-2,10.6,13.5,3.6,13.5,12.82,3.42,12.82,458.5,157.0,430.5,430.5,430.8,244.4,244.4,244.4,289.0,50,0,123.4,50.0,92.2,289.0,50,145,54.6,4.0,30,1,7,Fill2 dispenser #1,AJX75334501,3J1XE078-2,240,33,50,33,1020,33,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270.0,50,-10,119,50,91.8,270.0,50,85,20.1,4.0,30,1,0,Normal
Dam dispenser #2,AJX75334502,4A1XE721-1,1000.0,12.5,90,70,280,90,16,13.2,8.3,13.2,0.92,0.58,0.92,161.2,464.2,550.5,1271.8,1383.9,1271.8,281.43,281.43,281.43,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.02,58.4,12,19,1,6500,6500,6500,6500,6500,6500,6500,6500,5500,5500,5500,5500,5500,5500,5500,5500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334502,4A1XE721-1,0.309,240,0.491,1,0.5,120,53,361,OK,Fill1 dispenser #2,AJX75334502,4A1XE721-1,10.6,12.9,3.6,13.0,12.25,3.42,12.35,837.9,458.3,156.8,1323.5,1322.5,1323.1,244.505,244.505,244.505,289,50,0.0,123.4,50.0,92.2,289,50,128.0,57.5,12,19,1,Fill2 dispenser #2,AJX75334502,4A1XE721-1,240,33,50,33,1020,33,305.0,499.8,694.0,1324.2,1324.2,1324.2,243.5,243.5,243.5,270,50,-10,119,50.0,91.8,270,50,85.0,20.0,12,19,1,Normal
Dam dispenser #2,AJX75334505,4C1XH942-1,1000.0,12.5,90,85,280,90,16,14.7,8.5,14.8,1.61,0.93,1.62,164.0,466.7,553.2,1271.8,1383.9,1271.8,274.33,274.33,274.33,257,66,0.0,127.5,66.0,124.0,257,66.0,130.85,505.0,300.0,265.02,79.2,9,4,1,5800,5800,5800,5800,5800,5800,5800,5800,5300,5300,5300,5300,5300,5300,5300,5300,5800,5800,5800,5800,5800,5800,5800,5800,0.014,-0.058,0.012,AJX75334505,4C1XH942-1,0.314,241,0.491,1,0.503,121,50,363,OK,Fill1 dispenser #2,AJX75334505,4C1XH942-1,10.6,14.7,3.9,14.8,13.96,3.7,14.06,838.1,458.7,156.1,1323.5,1322.8,1323.3,244.415,244.415,244.415,289,50,0.0,123.4,50.0,92.2,289,50,128.0,61.6,9,4,1,Fill2 dispenser #2,AJX75334505,4C1XH942-1,240,33,45,33,1020,33,305.0,499.8,694.0,1324.2,1324.2,1324.2,243.5,243.5,243.5,270,50,-10,119,50.0,91.8,270,50,114.612,21.0,9,4,1,AbNormal
Dam dispenser #2,AJX75334501,4B1X9672-1,1000.0,12.5,90,70,280,90,16,13.2,8.3,13.2,0.92,0.58,0.92,161.2,464.2,550.5,1271.8,1383.9,1271.8,281.324,281.324,281.324,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.02,58.4,11,325,1,6500,6500,6500,6500,6500,6500,6500,6500,5500,5500,5500,5500,5500,5500,5500,5500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334501,4B1X9672-1,0.299,241,0.492,1,0.497,121,53,363,OK,Fill1 dispenser #2,AJX75334501,4B1X9672-1,10.6,12.9,3.5,12.9,12.25,3.32,12.25,837.4,458.3,156.3,1323.5,1322.5,1323.1,244.505,244.505,244.505,289,50,0.0,123.4,50.0,92.2,289,50,128.0,57.6,11,325,1,Fill2 dispenser #2,AJX75334501,4B1X9672-1,240,33,50,33,1020,33,305.0,499.8,694.0,1324.2,1324.2,1324.2,243.5,243.5,243.5,270,50,-10,119,50.0,91.8,270,50,85.0,19.8,11,325,1,Normal
Dam dispenser #2,AJX75334501,3M1XF442-1,1000.0,12.5,90,70,280,90,16,13.2,6.7,13.2,0.92,0.46,0.92,162.7,465.7,552.0,1271.8,1383.9,1271.8,282.343,282.343,282.343,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.02,57.1,16,263,1,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334501,3M1XF442-1,0.311,241,0.491,1,0.496,121,53,363,OK,Fill1 dispenser #2,AJX75334501,3M1XF442-1,10.6,12.9,3.8,12.9,12.25,3.61,12.25,837.9,457.6,156.8,1323.5,1322.5,1323.1,244.3,244.3,244.3,289,50,0.0,123.4,50.0,92.2,289,50,128.0,56.4,16,263,1,Fill2 dispenser #2,AJX75334501,3M1XF442-1,240,33,50,33,1020,33,305.0,499.8,694.0,1324.2,1324.2,1324.2,243.5,243.5,243.5,270,50,-10,119,50.0,91.8,270,50,85.0,20.1,16,263,1,AbNormal
Dam dispenser #1,AJX75334501,3L1XA258-1,240.0,2.5,-90,70,1030,-90,16,13.2,6.6,13.1,1.45,0.72,1.44,551.5,465.0,162.3,377.6,377.1,377.6,282.361,282.361,282.361,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.0,53.8,1,43,1,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334501,3L1XA258-1,0.31,241,0.31,1,0.498,121,47,363,NG,Fill1 dispenser #1,AJX75334501,3L1XA258-1,10.6,13.5,3.9,13.5,12.82,3.7,12.82,838.4,458.3,157.0,430.8,430.5,431.1,244.4,244.4,244.4,289,50,0.0,123.4,50.0,92.2,289,50,145.0,53.5,1,43,1,Fill2 dispenser #1,AJX75334501,3L1XA258-1,240,33,50,33,1020,33,835.5,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270,50,-10,119,50.0,91.8,270,50,85.0,19.8,1,43,1,AbNormal
Dam dispenser #2,AJX75334501,4C1XD029-2,1000.0,12.5,90,100,280,90,16,14.2,8.3,14.2,0.99,0.58,0.99,162.4,465.4,551.7,1271.8,1383.9,1271.8,274.33,274.33,274.33,257,66,0.0,127.5,66.0,124.0,257,66.0,130.85,505.0,300.0,265.02,74.8,11,90,1,6000,6000,6000,6000,6000,6000,6000,6000,5500,5500,5500,5500,5500,5500,5500,5500,6000,6000,6000,6000,6000,6000,6000,6000,0.0,0.0,0.0,AJX75334501,4C1XD029-2,0.311,241,0.491,1,0.497,121,51,363,OK,Fill1 dispenser #2,AJX75334501,4C1XD029-2,10.6,13.5,3.6,13.5,12.82,3.42,12.82,837.9,458.1,156.1,1323.5,1322.5,1323.1,244.415,244.415,244.415,289,50,0.0,123.4,50.0,92.2,289,50,128.0,58.6,11,90,1,Fill2 dispenser #2,AJX75334501,4C1XD029-2,240,33,50,33,1020,33,305.0,499.8,694.0,1324.2,1324.2,1324.2,243.5,243.5,243.5,270,50,-10,119,50.0,91.8,270,50,85.0,20.2,11,90,1,AbNormal
Dam dispenser #1,AJX75334501,3K1XC261-1,240.0,2.5,-90,70,1030,-90,10,21.3,10.6,21.3,1.49,0.74,1.49,550.3,463.6,160.8,377.6,377.1,377.6,282.15,282.15,282.15,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.0,71.2,6,212,1,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,0.0,0.0,0.0,AJX75334501,3K1XC261-1,0.307,241,0.309,121,0.496,121,50,483,OK,Fill1 dispenser #1,AJX75334501,3K1XC261-1,10.6,13.5,3.7,13.5,12.82,3.51,12.82,838.4,458.3,157.0,430.8,430.5,431.1,244.4,244.4,244.4,289,50,0.0,123.4,50.0,92.2,289,50,145.0,69.6,6,212,1,Fill2 dispenser #1,AJX75334501,3K1XC261-1,240,33,50,33,1020,33,835.5,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270,50,-10,119,50.0,91.8,270,50,85.0,19.3,6,212,1,Normal
Dam dispenser #1,AJX75334501,3F1XC376-1,240.0,2.5,-90,70,1030,-90,10,9.7,3.9,9.7,0.67,0.27,0.67,463.0,160.5,377.5,377.0,377.5,284.8,284.8,284.8,257.0,66,0,127.5,66.0,133.5,257.0,66,133.5,505.0,303.5,265.0,92.3,2.0,132,1,9000,9000,9000,9000,9000,9000,9000,9000,12000,12000,12000,12000,12000,12000,12000,12000,9000,9000,9000,9000,9000,9000,9000,9000,0,0.0,0.0,7.0,AJX75334501,3F1XC376-1,0.301,300,0.302,60,0.499,150,47,510,NG,Fill1 dispenser #1,AJX75334501,3F1XC376-1,10.9,13.3,5.0,13.3,12.63,4.75,12.63,460.0,157.5,430.2,430.5,430.5,244.3,244.3,244.3,289.0,50,0,123.4,50.0,92.2,289.0,50,85,91.0,2.0,132,1,7,Fill2 dispenser #1,AJX75334501,3F1XC376-1,240,32,51,22,1020,22,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270.0,50,-10,119,50,91.8,270.0,50,85,18.9,2.0,132,1,0,AbNormal
Dam dispenser #1,AJX75334501,3M1XB525-1,240.0,2.5,-90,70,1030,-90,16,13.2,6.5,13.1,1.45,0.71,1.44,551.5,465.0,162.3,377.6,377.1,377.6,282.361,282.361,282.361,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.0,57.9,6,135,1,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334501,3M1XB525-1,0.309,241,0.309,1,0.5,121,54,363,OK,Fill1 dispenser #1,AJX75334501,3M1XB525-1,10.6,13.5,4.7,13.5,12.82,4.46,12.82,838.4,458.3,157.0,430.8,430.5,431.1,244.4,244.4,244.4,289,50,0.0,123.4,50.0,92.2,289,50,145.0,57.1,6,135,1,Fill2 dispenser #1,AJX75334501,3M1XB525-1,240,33,50,33,1020,33,835.5,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270,50,-10,119,50.0,91.8,270,50,85.0,20.1,6,135,1,Normal
Dam dispenser #2,AJX75334501,3L1XA127-1,1000.0,12.5,90,70,280,90,16,13.2,6.6,13.2,1.45,0.72,1.45,164.2,467.1,553.6,1271.8,1270.7,1271.8,282.15,282.15,282.15,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.0,56.8,13,221,1,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334501,3L1XA127-1,0.313,241,0.313,1,0.5,121,55,363,OK,Fill1 dispenser #2,AJX75334501,3L1XA127-1,10.6,13.5,4.1,13.6,12.82,3.89,12.92,837.7,458.8,157.0,1323.5,1322.5,1323.1,244.3,244.3,244.3,289,50,0.0,123.4,50.0,92.2,289,50,145.0,56.7,13,221,1,Fill2 dispenser #2,AJX75334501,3L1XA127-1,240,33,50,33,1020,33,305.0,499.8,694.0,1324.2,1324.2,1324.2,243.5,243.5,243.5,270,50,-10,119,50.0,91.8,270,50,85.0,20.1,13,221,1,Normal
Dam dispenser #2,AJX75334501,3I1X9339-2,1000.0,12.5,90,70,280,90,10,17.0,4.9,17.0,1.19,0.34,1.19,465.1,551.3,1269.0,1268.4,1269.0,282.15,282.15,282.15,257.0,66,0,127.5,66.0,130.85,257.0,66,130.85,505.0,300.0,265.0,57.8,15.0,24,1,5000,5000,5000,5000,5000,5000,5000,5000,9000,9000,9000,9000,9000,9000,9000,9000,5000,5000,5000,5000,5000,5000,5000,5000,0,0.0,0.0,7.0,AJX75334501,3I1X9339-2,0.313,241,0.313,121,0.499,121,55,483,OK,Fill1 dispenser #2,AJX75334501,3I1X9339-2,10.6,13.5,3.6,13.5,12.82,3.42,12.82,458.8,157.0,1323.2,1323.0,1322.8,244.2,244.2,244.2,289.0,50,0,123.4,50.0,92.2,289.0,50,145,55.1,15.0,24,1,7,Fill2 dispenser #2,AJX75334501,3I1X9339-2,240,33,50,33,1020,33,499.8,694.0,1324.2,1324.2,1324.2,243.5,243.5,243.5,270.0,50,-10,119,50,91.8,270.0,50,85,19.8,15.0,24,1,0,AbNormal
Dam dispenser #1,AJX75334502,3I1X9730-1,240.0,2.5,-90,70,1030,-90,10,9.7,4.9,9.7,0.67,0.34,0.67,463.5,160.5,377.3,377.3,377.3,282.15,282.15,282.15,257.0,66,0,127.5,66.0,130.85,257.0,66,130.85,505.0,300.0,265.0,54.6,2.0,234,1,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,0,0.0,0.0,7.0,AJX75334502,3I1X9730-1,0.301,241,0.301,121,0.497,121,53,483,OK,Fill1 dispenser #1,AJX75334502,3I1X9730-1,10.6,13.4,3.6,13.5,12.73,3.42,12.82,458.5,157.0,430.5,431.1,430.8,244.2,244.2,244.2,289.0,50,0,123.4,50.0,92.2,289.0,50,145,52.0,2.0,234,1,7,Fill2 dispenser #1,AJX75334502,3I1X9730-1,240,33,50,32,1020,32,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270.0,50,-10,119,50,91.8,270.0,50,85,19.7,2.0,234,1,0,Normal
Dam dispenser #1,AJX75334501,4B1X9674-1,240.0,2.5,-90,70,1030,-90,16,13.2,8.1,13.2,0.92,0.56,0.92,548.9,462.2,159.8,377.6,377.1,377.6,281.413,281.413,281.413,257,66,0.0,127.5,66.0,130.85,257,66.0,130.85,505.0,300.0,265.02,54.8,1,349,1,6500,6500,6500,6500,6500,6500,6500,6500,5500,5500,5500,5500,5500,5500,5500,5500,6500,6500,6500,6500,6500,6500,6500,6500,0.0,0.0,0.0,AJX75334501,4B1X9674-1,0.308,241,0.31,1,0.498,121,49,363,NG,Fill1 dispenser #1,AJX75334501,4B1X9674-1,10.6,12.9,3.6,12.8,12.25,3.42,12.16,837.9,458.4,156.5,430.8,430.5,431.1,244.618,244.618,244.618,289,50,0.0,123.4,50.0,92.2,289,50,128.0,54.8,1,349,1,Fill2 dispenser #1,AJX75334501,4B1X9674-1,240,33,50,33,1020,33,835.5,458.0,156.0,428.0,427.9,428.0,243.7,243.7,243.7,270,50,-10,119,50.0,91.8,270,50,85.0,19.5,1,349,1,Normal
